title,img_address
Juventus seal agreement to sign Brazilian starlet Kaio Jorge... with teenage forward hoping to follow in the same footsteps of Neymar after leaving Santos,https://i.dailymail.co.uk/1s/2021/08/03/01/46209225-0-image-m-15_1627951288393.jpg
Cash-strapped Inter Milan REJECT Chelsea's huge offer of £88m and Marcos Alonso to re-sign Romelu Lukaku... leaving boss Thomas Tuchel struggling in his bid for a new striker with Borussia Dortmund also holding firm on star man Erling Haaland,https://i.dailymail.co.uk/1s/2021/08/02/23/46206029-0-image-m-105_1627944004597.jpg
"MARTIN SAMUEL: After being backed into a corner, Harry Kane's only option is to disrupt... he wanted to keep his reputation intact, but may have to painfully ruin his relationship with the Tottenham fans that love him if he is to force a move to Man City",https://i.dailymail.co.uk/1s/2021/08/02/21/46202889-0-image-m-82_1627935912543.jpg
"THE FAN'S VIEW: Harry Kane's grubby tactics have now tarnished his legacy with the Tottenham fans... until a bid actually arrives from Manchester City, he should keep his head down and crack on with pre-season training",https://i.dailymail.co.uk/1s/2021/08/02/21/46201661-0-image-m-59_1627936546617.jpg
Joe Hart set for £1m Celtic move with his medical arranged for Tuesday after former England No 1 goalkeeper signalled his desire to quit Tottenham for more first-team football,https://i.dailymail.co.uk/1s/2021/08/02/21/46202391-0-image-m-8_1627935383181.jpg
Newcastle become the latest club to 'join the chase for Aaron Ramsey as Magpies express their interest in Juventus midfielder'... while 'Wolves and Tottenham continue to also monitor former Arsenal man',https://i.dailymail.co.uk/1s/2021/08/02/19/46199761-0-image-m-14_1627929603897.jpg
Southampton sign second Chelsea starlet in a week as highly rated 18-year-old full back Tino Livramento makes £5m switch to St Mary's... following in the footsteps of fellow prospect Dynel Simeu,https://i.dailymail.co.uk/1s/2021/08/02/19/46199881-0-image-m-45_1627929732699.jpg
"Harry Kane's in a battle with Daniel Levy over his future, Jack Grealish has a big decision to make and Jadon Sancho will be looking to hit the ground running at Man United - The England stars with PLENTY to sort as they return for pre-season",https://i.dailymail.co.uk/1s/2021/08/02/13/46186287-0-image-m-63_1627908595733.jpg
Five more years of Messi! Barcelona FINALLY 'reach an agreement' to keep the Argentina star at the Nou Camp until he's nearly FORTY after months of negotiations... but they STILL need to reduce their wage bill to register him despite 50 per cent deduction,https://i.dailymail.co.uk/1s/2021/08/02/16/46194621-0-image-m-108_1627919713677.jpg
Sheffield United in talks to sign former Leeds midfielder Ronaldo Vieira from Serie A side Sampdoria as the Blades look to bolster their squad ahead of promotion challenge,https://i.dailymail.co.uk/1s/2021/08/02/16/46193739-0-image-m-28_1627918881301.jpg
Jamie Carragher insists Harry Kane was WRONG not to show up for training and risks 'ruining his name at Spurs' as he disagrees with Rio Ferdinand about the wantaway striker's stubborn approach to getting dream Manchester City move,https://i.dailymail.co.uk/1s/2021/08/02/16/46192407-0-image-m-98_1627917064116.jpg
Here's one who DID come back! Jack Grealish returns to Aston Villa training amid Manchester City's £100m move to sign him... on the same day England team-mate skipped his return to Spurs,https://i.dailymail.co.uk/1s/2021/08/02/12/46184447-0-image-m-18_1627905173272.jpg
'Fine him and stick him in the reserves': Tottenham fans react with outrage after Harry Kane FAILS to report for training... despite Nuno Espirito Santo defiantly claiming his talisman is going nowhere,https://i.dailymail.co.uk/1s/2021/08/02/12/46183787-0-image-a-29_1627902540101.jpg
Newcastle make move for Marseille midfielder Boubacar Kamara as they wait for Joe Willock go-ahead... with Steve Bruce desperate to add to squad but Mike Ashley unwilling to spend big,https://i.dailymail.co.uk/1s/2021/08/02/11/46182839-0-image-m-48_1627901114130.jpg
Leon Bailey has medical ahead of £30m Aston Villa move from Bayer Leverkusen... and Dean Smith's side are set to make ANOTHER bid for James Ward-Prowse as they prepare for Jack Grealish's £100m Manchester City exit,https://i.dailymail.co.uk/1s/2021/08/02/11/46181747-0-image-m-26_1627898446639.jpg
Kane's mutiny! Harry gets serious over his desire to leave Tottenham this summer as the England captain REFUSES to train and faces a fine in a bid to force through Manchester City move... but Daniel Levy is still determined to keep £150m-rated star,https://i.dailymail.co.uk/1s/2021/08/02/10/46181491-0-image-a-58_1627898020226.jpg
Manchester City are 'monitoring Sven Botman after interest from Liverpool and Manchester United... but Lille will demand £43m for the promising centre back' ,https://i.dailymail.co.uk/1s/2021/08/02/06/46174401-0-image-m-18_1627883332659.jpg
Manchester City 'want Jack Grealish to tell Aston Villa he plans to leave this summer' when he returns to pre-season training on Monday as the Premier League holders close in on a £100m move for the England man,https://i.dailymail.co.uk/1s/2021/08/02/01/46168867-0-image-m-64_1627862505784.jpg
Cristian Romero 'will tell Atalanta a move to Tottenham is an opportunity he can't miss' as Spurs are handed a major boost in their chase for a new defender this summer after Toby Alderweireld left for Qatar,https://i.dailymail.co.uk/1s/2021/08/01/23/46167321-0-image-m-71_1627858710476.jpg
Wolves 'interested in signing' Juventus midfielder Aaron Ramsey though the Welshman is 'not convinced' over a move to the Molineux despite the Bianconeri looking to sell him ,https://i.dailymail.co.uk/1s/2021/08/02/00/46167205-0-image-m-54_1627859364078.jpg
Southampton set to beat Brighton and AC Milan to sign Chelsea teenager Tino Livramento in £5m deal... as Saints raid Blues academy for second time after poaching Dynel Simeu,https://i.dailymail.co.uk/1s/2021/08/01/22/46165879-0-image-m-13_1627854924939.jpg
New Tottenham boss Nuno Espirito Santo set to raid former club Wolves for Adama Traore with West Midlands club ready to sell Spain winger for around £45m,https://i.dailymail.co.uk/1s/2021/08/01/17/46159905-0-image-m-15_1627835490570.jpg
Burnley and Watford lock horns in £4m battle to sign Hibernian left-back Josh Doig during the summer transfer window after the teenager was left out of the Scottish Premiership side's opening game of the season,https://i.dailymail.co.uk/1s/2021/08/01/17/46159255-0-image-m-33_1627833765346.jpg
Tottenham's Davinson Sanchez in talks with Sevilla over a possible switch should Julen Lopetegui lose Jules Kounde to Chelsea... with centre back down the Spurs pecking order despite Toby Alderweireld's departure,https://i.dailymail.co.uk/1s/2021/08/01/16/46158763-0-image-m-106_1627832343619.jpg
Manchester City 'will END their pursuit of wantaway Tottenham striker Harry Kane if they sign £100m Aston Villa man Jack Grealish unless Pep Guardiola sells players for big money',https://i.dailymail.co.uk/1s/2021/08/01/15/46156659-0-image-m-72_1627826403909.jpg
Tottenham 'agree deal worth £43m plus £4m in bonuses with Atalanta for Cristian Romero' as Spurs finally close in on Argentine defender after selling Toby Alderweireld ,https://i.dailymail.co.uk/1s/2021/08/01/00/46139403-0-image-m-21_1627774161993.jpg
Saul Niguez's representatives 'to fly into the UK on Monday in bid to seal a Premier League move... with Manchester United in pole position ahead of Liverpool' for Atletico Madrid star's signature ,https://i.dailymail.co.uk/1s/2021/07/31/23/46138507-0-image-m-33_1627772243933.jpg
Harry Kane 'will tell Tottenham next week that he wants to JOIN Jack Grealish at Man City' ahead of his expected £100m move from Aston Villa... with England captain to report back to Spurs' training base on Monday ,https://i.dailymail.co.uk/1s/2021/07/31/20/46134183-0-image-m-14_1627759546863.jpg
Stuttgart 0-3 Barcelona: New signing Memphis Depay scores stunner to make it two goals in two games before starlet Yusuf Demir and Riqui Puig seal victory in pre-season friendly,https://i.dailymail.co.uk/1s/2021/07/31/19/46133385-0-image-m-48_1627757267510.jpg
Fulham hold talks with Flamengo over £6.8m deal for striker Rodrigo Muniz with a 20 percent sell-on... while they also look to seal move for Swansea captain Matt Grimes this week,https://i.dailymail.co.uk/1s/2021/07/31/19/46132603-0-image-m-48_1627755082737.jpg
Manchester United set to reward Luke Shaw with a new contract with talks to begin soon after his incredible renaissance for the Red Devils and starring England role at Euro 2020,https://i.dailymail.co.uk/1s/2021/07/04/12/45019363-0-image-m-16_1625399484814.jpg
Aston Villa agree to sign Bayer Leverkusen winger Leon Bailey for £30m and will make another effort to bring in James Ward-Prowse as they look to cope with expected departure of Jack Grealish to Manchester City,https://i.dailymail.co.uk/1s/2021/07/31/16/46129323-0-image-m-136_1627743989431.jpg
Arsenal make bold move for Inter Milan's Lautaro Martinez as they 'enquire about him during Hector Bellerin negotiations' - and the striker 'WOULD be interested in joining but any deal is dependent on Alexandre Lacazette being sold',https://i.dailymail.co.uk/1s/2021/07/31/11/46124617-0-image-m-67_1627728424267.jpg
Arsenal dealt major blow in their bid to sign Andre Onana as highly-rated Ajax goalkeeper 'agrees to join Lyon for just £6.8m'... leaving Mikel Arteta still searching for a new shotstopper,https://i.dailymail.co.uk/1s/2021/07/31/10/46122911-0-image-m-32_1627723528587.jpg
Leeds secure £1m signing of Kristoffer Klaesson from Valerenga on four-year deal with Norway Under-21 international to provide competition for first-choice goalkeeper Ilan Meslier,https://i.dailymail.co.uk/1s/2021/07/31/09/46122025-0-image-m-12_1627720093982.jpg
Nigel Winterburn claims Arsenal target Tammy Abraham 'would fit the bill' as Gunners weigh up move for Chelsea exile... but club legend says Mikel Arteta should NOT let Alexandre Lacazette go until he has an 'upgrade' in place,https://i.dailymail.co.uk/1s/2021/07/31/07/46119635-0-image-m-29_1627712985431.jpg
James Rodriguez tells fans he has to be at a club where he's 'wanted' after new Everton boss Rafael Benitez 'makes him available for move'... but rules out joining Carlo Ancelotti at former side Real Madrid,https://i.dailymail.co.uk/1s/2021/07/31/01/46112047-0-image-m-19_1627691107595.jpg
Liverpool 'line up new deals for SIX stars - including Mohamed Salah and Sadio Mane - after Trent Alexander-Arnold pens fresh terms... but Roberto Firmino is NOT set for an extension' despite his contract expiring in 2023,https://i.dailymail.co.uk/1s/2021/07/30/23/46111075-0-image-m-19_1627685546079.jpg
Tottenham 'up the ante in pursuit of Cristian Romero and offer Atalanta in excess of £43m to secure Argentine defender... who is keen on a move to the Premier League',https://i.dailymail.co.uk/1s/2021/07/30/23/46111155-0-image-m-35_1627685819824.jpg
Chelsea midfielder Conor Gallagher joins Crystal Palace on a season-long loan as youngster admits Patrick Vieira's 'really exciting' overhaul swayed him to move to Selhurst Park,https://i.dailymail.co.uk/1s/2021/07/30/21/46104657-0-image-m-44_1627675861673.jpg
Kylian Mbappe's advisors are 'exasperated' with PSG after the club released an interview showing the striker claiming his 'biggest dream' is lifting the Champions League with the Ligue 1 giants despite contract stand-off and interest from Real Madrid,https://i.dailymail.co.uk/1s/2021/07/30/17/46099629-0-image-m-26_1627662052938.jpg
Arsenal 'preparing to offer Granit Xhaka a NEW contract after Roma fail to meet Gunners' asking price for Swiss midfielder' despite Jose Mourinho's rebuilding mission,https://i.dailymail.co.uk/1s/2021/07/30/17/46100775-0-image-m-14_1627662003311.jpg
Paul Pogba 'sees a future at Manchester United after the signings of Jadon Sancho and Raphael Varane... but still might NOT sign a new Old Trafford deal this summer' despite just one year remaining on his contract,https://i.dailymail.co.uk/1s/2021/07/30/16/46100237-0-image-m-15_1627660766628.jpg
Southampton REJECT Aston Villa's opening £25m bid for James Ward-Prowse as Dean Smith looks to strengthen his midfield with Man City closing in on the £100m signing of his star man and captain Jack Grealish,https://i.dailymail.co.uk/1s/2021/07/30/16/46098271-0-image-m-74_1627658419704.jpg
Arsenal CONFIRM £50m transfer of England centre back Ben White from Brighton as he becomes Mikel Arteta's third signing of the summer... and takes William Saliba's No 4 shirt!,https://i.dailymail.co.uk/1s/2021/07/30/16/46098135-0-image-m-21_1627658636660.jpg
'I cannot watch City win the league... come on u reds!': Old tweets of 16-year-old Jack Grealish throwing his support behind Man United in 2012 title race are revealed... with the Aston Villa star's £100m Etihad move set to be sealed next week,https://i.dailymail.co.uk/1s/2021/07/30/15/46092401-0-Manchester_City_are_closing_in_on_signing_Jack_Grealish_after_ma-a-11_1627655306434.jpg
Manchester City close in on signing Jack Grealish after making an offer of up to £100m for Aston Villa's talisman... with the most expensive transfer in English football history now set to be completed next week,https://i.dailymail.co.uk/1s/2021/07/30/14/46092401-0-image-m-53_1627651144649.jpg
"'A new chapter begins...': Raphael Varane effectively announces his £42m move to Manchester United in a farewell message to Real Madrid on Instagram, as he eyes up more silverware at Old Trafford",https://i.dailymail.co.uk/1s/2021/07/29/09/46037673-0-image-m-33_1627548389254.jpg
Liverpool 'enter the race for Italy and Sassuolo star Manuel Locatelli'...but Juventus 'remain the £34m-rated midfielder's preferred choice' with talks set for TODAY,https://i.dailymail.co.uk/1s/2021/07/30/09/46068265-0-image-m-10_1627634496837.jpg
Chelsea defender Kurt Zouma threatens to REFUSE club's £50m swap deal with Sevilla for Jules Kounde as centre-back sets sights on West Ham switch instead,https://i.dailymail.co.uk/1s/2021/07/30/09/46082941-0-image-m-19_1627634052724.jpg
Sassuolo's chief executive confirms Arsenal HAVE made a bid for Italy's Euro 2020 winner Manuel Locatelli before revealing a 'new English club is now in the race'... but Juventus remain his preferred choice with talks set for TOMORROW,https://i.dailymail.co.uk/1s/2021/07/30/00/46068265-0-image-m-66_1627599936018.jpg
"Sergino Dest 'rejects approaches from Arsenal, Bayern Munich and Borussia Dortmund' as the Barcelona full-back is 'keen to fight for his place' in Ronald Koeman's side",https://i.dailymail.co.uk/1s/2021/07/30/00/46069365-0-image-m-26_1627600189414.jpg
Tottenham are 'preparing a higher bid for Atalanta defender Cristian Romero after Barcelona had a player swap deal rejected... but the Catalans will now offer a loan with an obligation to buy',https://i.dailymail.co.uk/1s/2021/07/29/22/46067125-0-image-m-67_1627595824845.jpg
"Why Mikel Arteta is DESPERATE to lure Ben White to Arsenal: The Brighton centre back's ability on the ball, flexibility and huge potential justifies a £50m fee... but how does he compare to his potential new team-mates?",https://i.dailymail.co.uk/1s/2021/07/29/12/46042153-0-image-m-25_1627557158694.jpg
Manchester City step up their pursuit of Jack Grealish by opening transfer negotiations with Aston Villa over £100m-rated playmaker as England star gears up for crunch talks over his future with the club's hierarchy,https://i.dailymail.co.uk/1s/2021/07/27/20/45968435-0-image-m-13_1627412423072.jpg
"Man City goalkeeper Ederson is 'in line for a new three-year contract that will keep him at the club until 2028'... with several other first-team stars, including John Stones and Phil Foden, in talks about extending their stays",https://i.dailymail.co.uk/1s/2021/07/29/19/46060233-0-image-m-53_1627581928253.jpg
'I can only thank you for these years of triumphs': Sergio Ramos sends message to his former Real Madrid centre back partner Raphael Varane ahead of his imminent £42m move to Manchester United,https://i.dailymail.co.uk/1s/2021/07/29/18/46058259-0-image-m-40_1627578477557.jpg
Rio Ferdinand says Liverpool should make a sensational swoop for Manchester City target Jack Grealish... with Manchester United's attacking options 'ruling them out' of a potential move,https://i.dailymail.co.uk/1s/2021/07/29/17/46056015-0-image-m-25_1627576162337.jpg
"Arsenal target Lautaro Martinez 'only interested in leaving Inter Milan for Real Madrid, Barcelona or Atletico Madrid' after Gunners make ambitious inquiry for £77m Argentine striker",https://i.dailymail.co.uk/1s/2021/07/29/16/46056191-0-image-m-18_1627574328645.jpg
West Ham set to bid £20m for Chelsea defender Kurt Zouma with Frenchman preferring to join another London club rather than move to Sevilla as a makeweight in Jules Kounde deal,https://i.dailymail.co.uk/1s/2021/07/29/15/46050869-0-image-m-100_1627568298578.jpg
Chelsea midfielder Conor Gallagher snubs Leeds and Newcastle interest to agree Crystal Palace loan deal as Patrick Vieira continues his Eagles revamp with his fifth signing of the summer,https://i.dailymail.co.uk/1s/2021/07/29/14/45843719-0-image-m-51_1627564921181.jpg
Paul Pogba poses with Manchester United legend David Beckham amid links of a £43m move to PSG - where the former England captain ended his career... with fans mixed on whether the France midfielder should stay at Old Trafford,https://i.dailymail.co.uk/1s/2021/07/29/13/46044753-0-image-m-23_1627561139124.jpg
West Ham edging closer to bringing in goalkeeper Alphonse Areola on a season-long loan deal with an option to buy from PSG,https://i.dailymail.co.uk/1s/2021/07/29/12/46044237-0-image-m-65_1627559421161.jpg
Liverpool defender Tony Gallacher's proposed free move to Sunderland is OFF after League One club withdraw from the deal,https://i.dailymail.co.uk/1s/2021/07/29/11/46041527-0-image-m-38_1627555395371.jpg
Former Arsenal boss Arsene Wenger linked with sensational return to management three years after leaving the Gunners as the Switzerland consider the Frenchman as a replacement for Vladimir Petkovic,https://i.dailymail.co.uk/1s/2021/07/29/11/46040731-0-image-m-18_1627554907595.jpg
Real Madrid's pursuit of Kylian Mbappe dealt huge blow after the PSG striker insists his 'biggest dream' is lifting the Champions League with the Ligue 1 side as France star puts distance between himself and LaLiga move ,https://i.dailymail.co.uk/1s/2021/07/29/10/45852675-0-image-m-11_1627550228715.jpg
"Lionel Messi returns to Barcelona 'to agree £250,000-a-week five-year deal' with the Argentine star set to FINALLY sign 50% pay-cut contract 'in the next week' amid club's financial woes",https://i.dailymail.co.uk/1s/2021/07/29/07/46034917-0-image-m-24_1627541715735.jpg
PSG 'open talks with Paul Pogba's entourage to gauge whether they can sign France midfielder' as Manchester United brace themselves for £43m bid from the French giants,https://i.dailymail.co.uk/1s/2021/07/29/01/46025401-0-image-m-33_1627517037906.jpg
Arsenal 'keeping close tabs on Martin Odegaard with Norwegian feeling unsettled and disconnected at Real Madrid and considering a return to the Emirates' after impressing during loan spell last season,https://i.dailymail.co.uk/1s/2021/07/29/00/46022711-0-image-m-9_1627514127491.jpg
Tottenham handed a major boost in their pursuit of Cristian Romero this summer with Atalanta 'eyeing up move for Augsburg defender Felix Uduokhai'... who would 'replace the in-demand centre back' at the club,https://i.dailymail.co.uk/1s/2021/07/28/21/46017639-0-image-m-112_1627502549160.jpg
"Borussia Dortmund chief vows to play hardball over £150m Chelsea target Erling Haaland just like they did with Manchester United and Jadon Sancho:  'We have already emphasised 1,000 times that we do not want to give him up'",https://i.dailymail.co.uk/1s/2021/07/28/20/46017617-0-image-m-11_1627502139946.jpg
"Ruben Loftus-Cheek's last-chance Chelsea saloon: The talented midfielder admits he wasn't himself after nasty Achilles injury, but Tuchel is a fan and compared him to Ballack... so, could the academy kid finally set Stamford Bridge alight this season?",https://i.dailymail.co.uk/1s/2021/07/27/16/45961777-0-image-m-16_1627401366213.jpg
Tottenham 'eye up a move for Fiorentina striker Dusan Vlahovic as they look to partner him up with wantaway Harry Kane in a deal that may cost up to £50m'... and Spurs are 'also tracking Crotone's Simy',https://i.dailymail.co.uk/1s/2021/07/28/19/46014481-0-image-m-83_1627495559311.jpg
"Copa America winner Cristian Romero is Fabio Paratici's No 1 target, utility man Takehiro Tomiyasu can fill two spots in defence while Fiorentina's Nikola Milenkovic is available for cheap... the defensive targets Spurs want to replace Toby Alderweireld",https://i.dailymail.co.uk/1s/2021/07/28/11/45993055-0-image-m-24_1627466741474.jpg
Crystal Palace confirm £17m signing of Joachim Andersen on a five-year contract from Lyon as Patrick Vieira continues his Selhurst Park rebuild with Danish defender who impressed on loan with Fulham last season,https://i.dailymail.co.uk/1s/2021/07/25/16/45872629-0-image-m-19_1627227814827.jpg
Chelsea and Man United are in a tug of war over Jules Kounde - but which club would be a better fit? The Sevilla star would have to scrap with Varane and Maguire at Old Trafford... but a spot in Tuchel's back three is up for grabs!,https://i.dailymail.co.uk/1s/2021/07/28/10/45991899-0-image-m-28_1627464627467.jpg
Chelsea confirm the signing of former Fulham goalkeeper Marcus Bettinelli on a free transfer as Thomas Tuchel's side beat Aston Villa to secure the shot-stopper on a two-year contract,https://i.dailymail.co.uk/1s/2021/07/28/19/46016177-0-image-m-5_1627498741947.jpg
Crystal Palace and Newcastle enter the race for £12m Angers creative midfielder Angelo Fulgini - the second most-fouled player in Europe's top five leagues last season ,https://i.dailymail.co.uk/1s/2021/07/28/16/46005699-0-image-m-110_1627484397118.jpg
REVEALED: Matt Judge spearheaded Man United's 'slick' new transfer policy as they ruthlessly pursued Raphael Varane - with John Murtough and Darren Fletcher impressively selling the club's culture to land £42m Real Madrid man,https://i.dailymail.co.uk/1s/2021/07/28/15/46005443-0-image-m-34_1627484212098.jpg
Lucas Vazquez thanks Raphael Varane and says playing alongside him was a 'great pleasure' as he bids farewell to his Real Madrid team-mate before £42m Man United move is confirmed ,https://i.dailymail.co.uk/1s/2021/07/28/12/45996259-0-image-m-84_1627471977381.jpg
